IM_INCIDENT_KEY,FIRE_BOX,INCIDENT_TYPE_DESC,INCIDENT_DATE_TIME,ARRIVAL_DATE_TIME,UNITS_ONSCENE,LAST_UNIT_CLEARED_DATE_TIME,HIGHEST_LEVEL_DESC,TOTAL_INCIDENT_DURATION,ACTION_TAKEN1_DESC,ACTION_TAKEN2_DESC,ACTION_TAKEN3_DESC,PROPERTY_USE_DESC,STREET_HIGHWAY,ZIP_CODE,BOROUGH_DESC,FLOOR,CO_DETECTOR_PRESENT_DESC,FIRE_ORIGIN_BELOW_GRADE_FLAG,STORY_FIRE_ORIGIN_COUNT,FIRE_SPREAD_DESC,DETECTOR_PRESENCE_DESC,AES_PRESENCE_DESC,STANDPIPE_SYS_PRESENT_FLAG,Latitude,Longitude,Community Board,Community Council,Census Tract,BIN,BBL,NTA,year
58085391,1569,"100 - Fire, other",2/21/2015 2:48,2/21/2015 2:52,14,2/21/2015 5:03,7 - Signal 7-5,8097,"10 - Fire control or extinguishment, other",NA,NA,Commercial/Others,NOSTRAND AVE,11226,4 - Brooklyn,1,NA,NA,NA,NA,NA,NA,NA,40.6468818,-73.949147,NA,NA,NA,NA,NA,NA,2015
58085496,5678,111 - Building fire,2/21/2015 3:53,2/21/2015 3:58,9,2/21/2015 5:24,7 - Signal 7-5,5422,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,112 AVE,11429,5 - Queens,3,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.705534,-73.738038,NA,NA,NA,NA,NA,NA,2015
58086695,838,111 - Building fire,2/21/2015 11:50,2/21/2015 11:51,12,2/21/2015 12:29,7 - Signal 7-5,2346,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,BROADWAY,11233,4 - Brooklyn,NA,NA,NA,1,1 - Confined to object of origin,N - None present,N - None Present,0,40.6826611,-73.9100217,NA,NA,NA,NA,NA,NA,2015
58087289,9689,111 - Building fire,2/21/2015 13:53,2/21/2015 13:57,7,2/21/2015 14:52,7 - Signal 7-5,3502,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,129 ST,11415,5 - Queens,2,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.7037981,-73.8234535,NA,NA,NA,NA,NA,NA,2015
58088097,905,112 - Fires in structure other than in a building,2/21/2015 16:30,2/21/2015 16:37,7,2/21/2015 18:17,7 - Signal 7-5,6400,53 - Evacuate area,55 - Establish safe area,11 - Extinguishment by fire service personnel,Commercial/Others,3 AVE,10022,1 - Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,40.7584332,-73.9688967,NA,NA,NA,NA,NA,NA,2015
58088116,2701,111 - Building fire,2/21/2015 16:33,2/21/2015 16:35,9,2/21/2015 18:51,7 - Signal 7-5,8299,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 169 ST,10459,2 - Bronx,3rd,NA,NA,3,2 - Confined to room of origin,N - None present,N - None Present,0,40.8299163,-73.8984806,NA,NA,NA,NA,NA,NA,2015
58088498,3318,111 - Building fire,2/21/2015 17:53,2/21/2015 17:57,9,2/21/2015 18:58,7 - Signal 7-5,3894,11 - Extinguishment by fire service personnel,21 - Search,215 - Check for extension,Residential/Multihousing,WALTON AVE,10468,2 - Bronx,NA,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.8603573,-73.9015992,NA,NA,NA,NA,NA,NA,2015
58088633,241,111 - Building fire,2/21/2015 18:28,2/21/2015 18:31,15,2/21/2015 20:18,7 - Signal 7-5,6652,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,MONTGOMERY ST,10002,1 - Manhattan,17,NA,NA,17,2 - Confined to room of origin,1 - Present,N - None Present,1,40.7123672,-73.9849007,NA,NA,NA,NA,NA,NA,2015
58089123,1788,"100 - Fire, other",2/21/2015 19:58,2/21/2015 20:01,6,2/21/2015 21:23,7 - Signal 7-5,5092,11 - Extinguishment by fire service personnel,111 - Hooked up to hydrant,NA,Residential/Multihousing,NAGLE AVE,10034,1 - Manhattan,4,NA,NA,NA,NA,NA,NA,NA,40.8624708,-73.9224251,NA,NA,NA,NA,NA,NA,2015
58092101,867,111 - Building fire,2/22/2015 9:44,2/22/2015 9:47,23,2/22/2015 12:47,7 - Signal 7-5,10957,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,10 AVE,10019,1 - Manhattan,31,NA,NA,31,4 - Confined to building of origin,1 - Present,N - None Present,1,40.7621935,-73.9936126,NA,NA,NA,NA,NA,NA,2015
58092550,4423,111 - Building fire,2/22/2015 10:51,2/22/2015 10:55,14,2/22/2015 13:47,7 - Signal 7-5,10576,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,ELY AVE,10469,2 - Bronx,1 and 2,NA,NA,1,4 - Confined to building of origin,1 - Present,N - None Present,0,40.8610395,-73.8309465,NA,NA,NA,NA,NA,NA,2015
58094487,438,111 - Building fire,2/22/2015 15:58,2/22/2015 16:02,11,2/22/2015 17:02,7 - Signal 7-5,3808,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,E 7 ST,10009,1 - Manhattan,NA,NA,NA,1,2 - Confined to room of origin,1 - Present,1 - Present,0,40.7250728,-73.9812178,NA,NA,NA,NA,NA,NA,2015
58095436,2642,"441 - Heat from short circuit (wiring), defective/worn",2/22/2015 18:48,2/22/2015 18:51,13,2/23/2015 8:05,7 - Signal 7-5,47852,86 - Investigate,NA,NA,Commercial/Others,5 AVE,11220,4 - Brooklyn,basement,NA,NA,NA,NA,NA,NA,NA,40.647905,-74.007405,NA,NA,NA,NA,NA,NA,2015
58095493,6597,111 - Building fire,2/22/2015 19:00,2/22/2015 19:04,11,2/22/2015 21:38,7 - Signal 7-5,9447,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,JEWEL AVE,11367,5 - Queens,ATTIC,NA,NA,2,4 - Confined to building of origin,N - None present,N - None Present,0,40.7320289,-73.8158011,NA,NA,NA,NA,NA,NA,2015
58095721,4233,"100 - Fire, other",2/22/2015 19:24,2/22/2015 19:28,10,2/22/2015 21:05,7 - Signal 7-5,6049,"10 - Fire control or extinguishment, other",NA,NA,Commercial/Others,W 7 ST,11223,4 - Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,40.5986499,-73.978934,NA,NA,NA,NA,NA,NA,2015
58096622,239,112 - Fires in structure other than in a building,2/22/2015 22:17,2/22/2015 22:20,7,2/23/2015 0:39,7 - Signal 7-5,8524,86 - Investigate,55 - Establish safe area,11 - Extinguishment by fire service personnel,Commercial/Others,SCHOLES ST,11206,4 - Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,40.708944,-73.941759,NA,NA,NA,NA,NA,NA,2015
58096977,6538,111 - Building fire,2/22/2015 23:43,2/22/2015 23:46,11,2/23/2015 1:16,7 - Signal 7-5,5591,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,HIGHLAND AVE,11432,5 - Queens,3rd,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.711757,-73.7956319,NA,NA,NA,NA,NA,NA,2015
58097041,478,111 - Building fire,2/23/2015 0:06,2/23/2015 0:09,19,2/23/2015 3:10,7 - Signal 7-5,10989,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 16 ST,10003,1 - Manhattan,3,NA,NA,3,3 - Confined to floor of origin,N - None present,1 - Present,0,40.7352956,-73.987819,NA,NA,NA,NA,NA,NA,2015
58097330,9874,111 - Building fire,2/23/2015 2:01,2/23/2015 2:03,9,2/23/2015 3:25,7 - Signal 7-5,5040,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,162 ST,11432,5 - Queens,2,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.7088212,-73.8004512,NA,NA,NA,NA,NA,NA,2015
58097559,3130,111 - Building fire,2/23/2015 4:24,2/23/2015 4:28,13,2/23/2015 6:47,7 - Signal 7-5,8581,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,UTICA AVE,11234,4 - Brooklyn,NA,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.6257285,-73.9276178,NA,NA,NA,NA,NA,NA,2015
58098143,1489,111 - Building fire,2/23/2015 8:15,2/23/2015 8:18,14,2/23/2015 10:59,7 - Signal 7-5,9830,11 - Extinguishment by fire service personnel,215 - Check for extension,NA,Residential/Multihousing,STNICHOLAS AVE,10027,1 - Manhattan,1,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.828552,-73.9422999,NA,NA,NA,NA,NA,NA,2015
58098800,3109,111 - Building fire,2/23/2015 11:01,2/23/2015 11:04,5,2/23/2015 11:47,7 - Signal 7-5,2745,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,VALENTINE AVE,10457,2 - Bronx,NA,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.8525255,-73.9000091,NA,NA,NA,NA,NA,NA,2015
58099597,1182,111 - Building fire,2/23/2015 14:34,2/23/2015 14:39,8,2/23/2015 16:27,7 - Signal 7-5,6780,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BEACH 32 ST,11691,5 - Queens,1,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.5955794,-73.7645918,NA,NA,NA,NA,NA,NA,2015
58099685,1294,"117 - Commercial Compactor fire, confined to rubbish",2/23/2015 14:51,2/23/2015 14:56,6,2/23/2015 16:30,7 - Signal 7-5,5919,11 - Extinguishment by fire service personnel,51 - Ventilate,NA,Residential/Multihousing,COLUMBUS AVE,10025,1 - Manhattan,na,NA,NA,NA,NA,NA,NA,NA,40.7954774,-73.965616,NA,NA,NA,NA,NA,NA,2015
58099802,5188,111 - Building fire,2/23/2015 15:18,2/23/2015 15:21,10,2/23/2015 16:17,7 - Signal 7-5,3522,64 - Shut down system,NA,NA,Residential/Multihousing,109 AVE,11417,5 - Queens,2nd,NA,NA,2,4 - Confined to building of origin,N - None present,N - None Present,0,40.6763835,-73.85177,NA,NA,NA,NA,NA,NA,2015
58099809,3155,111 - Building fire,2/23/2015 15:20,2/23/2015 15:23,9,2/23/2015 18:07,7 - Signal 7-5,10007,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,DAVIDSON AVE,10453,2 - Bronx,5,NA,NA,5,2 - Confined to room of origin,N - None present,N - None Present,0,40.8519846,-73.9101781,NA,NA,NA,NA,NA,NA,2015
58100166,216,111 - Building fire,2/23/2015 16:42,2/23/2015 16:45,8,2/23/2015 19:24,7 - Signal 7-5,9697,11 - Extinguishment by fire service personnel,"211 - Performed primary search, fire area",51 - Ventilate,Commercial/Others,CANAL ST,10002,1 - Manhattan,Cellar,NA,1,0,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7175486,-73.9993157,NA,NA,NA,NA,NA,NA,2015
58100626,2868,"100 - Fire, other",2/23/2015 18:52,2/23/2015 18:56,5,2/23/2015 20:07,7 - Signal 7-5,4488,"112 - Stretch 1 3/4  line, extinguish fire",NA,NA,Residential/Multihousing,POWELL AVE,10462,2 - Bronx,basement,NA,NA,NA,NA,NA,NA,NA,40.831622,-73.847812,NA,NA,NA,NA,NA,NA,2015
58101972,958,111 - Building fire,2/24/2015 7:17,2/24/2015 7:22,13,2/24/2015 11:06,7 - Signal 7-5,13703,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,SIMONSON AVE,10303,3 - Staten Island,Basement,NA,1,0,4 - Confined to building of origin,N - None present,N - None Present,0,40.6318492,-74.152217,NA,NA,NA,NA,NA,NA,2015
58102062,2622,112 - Fires in structure other than in a building,2/24/2015 7:45,2/24/2015 7:50,8,2/24/2015 9:54,7 - Signal 7-5,7744,53 - Evacuate area,55 - Establish safe area,11 - Extinguishment by fire service personnel,Commercial/Others,59 ST,11220,4 - Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,40.6387292,-74.0133644,NA,NA,NA,NA,NA,NA,2015
58102169,9830,111 - Building fire,2/24/2015 8:11,2/24/2015 8:15,13,2/24/2015 10:17,7 - Signal 7-5,7541,11 - Extinguishment by fire service personnel,21 - Search,51 - Ventilate,Residential/Multihousing,95 AVE,11435,5 - Queens,1,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.697801,-73.8081373,NA,NA,NA,NA,NA,NA,2015
58102649,1657,111 - Building fire,2/24/2015 10:39,2/24/2015 10:46,12,2/24/2015 13:30,7 - Signal 7-5,10281,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,W 152 ST,10031,1 - Manhattan,1,NA,NA,1,2 - Confined to room of origin,1 - Present,N - None Present,0,40.8296624,-73.94437,NA,NA,NA,NA,NA,NA,2015
58103131,841,111 - Building fire,2/24/2015 13:18,2/24/2015 13:24,18,2/24/2015 15:54,7 - Signal 7-5,9339,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,UN PLZ,10017,1 - Manhattan,17,NA,NA,17,2 - Confined to room of origin,1 - Present,N - None Present,1,40.7504266,-73.9691367,NA,NA,NA,NA,NA,NA,2015
58103514,2402,112 - Fires in structure other than in a building,2/24/2015 15:15,2/24/2015 15:18,10,2/24/2015 16:09,7 - Signal 7-5,3272,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,E 45 ST,11203,4 - Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,40.6487614,-73.9349125,NA,NA,NA,NA,NA,NA,2015
58103739,1033,111 - Building fire,2/24/2015 16:16,2/24/2015 16:20,12,2/24/2015 18:23,7 - Signal 7-5,7623,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,PRESIDENT ST,11213,4 - Brooklyn,3,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6674677,-73.9395878,NA,NA,NA,NA,NA,NA,2015
58103934,5998,111 - Building fire,2/24/2015 17:18,2/24/2015 17:22,5,2/24/2015 18:04,7 - Signal 7-5,2738,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,FRANKTON ST,11422,5 - Queens,1st,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.6589793,-73.7272481,NA,NA,NA,NA,NA,NA,2015
58104124,2549,111 - Building fire,2/24/2015 18:08,2/24/2015 18:14,14,2/24/2015 21:42,7 - Signal 7-5,12814,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,FAILE ST,10459,2 - Bronx,NA,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.8231982,-73.8894936,NA,NA,NA,NA,NA,NA,2015
58104510,4769,111 - Building fire,2/24/2015 19:40,2/24/2015 19:44,14,2/24/2015 22:50,7 - Signal 7-5,11395,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,JEROME AVE,10453,2 - Bronx,NA,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.8517966,-73.9092138,NA,NA,NA,NA,NA,NA,2015
58104776,6837,111 - Building fire,2/24/2015 21:04,2/24/2015 21:07,14,2/24/2015 23:42,7 - Signal 7-5,9461,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,220 ST,11411,5 - Queens,1st,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.695139,-73.740136,NA,NA,NA,NA,NA,NA,2015
58106467,2683,111 - Building fire,2/25/2015 10:27,2/25/2015 10:30,13,2/25/2015 13:12,7 - Signal 7-5,9921,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,50 ST,11220,4 - Brooklyn,3,NA,NA,3,2 - Confined to room of origin,N - None present,1 - Present,0,40.645106,-74.010319,NA,NA,NA,NA,NA,NA,2015
58107544,912,461 - Building or structure weakened or collapsed,2/25/2015 14:32,2/25/2015 14:36,27,2/25/2015 19:28,7 - Signal 7-5,17784,213 - Performed primary search,302 - Provide Patient Care,55 - Establish safe area,Commercial/Others,W 57 ST,10019,1 - Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,40.767267,-73.9841435,NA,NA,NA,NA,NA,NA,2015
58107628,458,"100 - Fire, other",2/25/2015 14:51,2/25/2015 14:54,8,2/25/2015 16:25,7 - Signal 7-5,5638,"10 - Fire control or extinguishment, other",NA,NA,Residential/Multihousing,E 13 ST,10009,1 - Manhattan,2,NA,NA,NA,NA,NA,NA,NA,40.7306517,-73.9830602,NA,NA,NA,NA,NA,NA,2015
58108209,7364,111 - Building fire,2/25/2015 17:11,2/25/2015 17:15,11,2/25/2015 19:45,7 - Signal 7-5,9238,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,37 AVE,11101,5 - Queens,NA,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7507095,-73.9176667,NA,NA,NA,NA,NA,NA,2015
58108684,4149,111 - Building fire,2/25/2015 19:07,2/25/2015 19:08,10,2/25/2015 20:04,7 - Signal 7-5,3386,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,CYPRESSHILLS ST,11385,5 - Queens,1,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6975388,-73.8877695,NA,NA,NA,NA,NA,NA,2015
58109534,953,111 - Building fire,2/26/2015 1:32,2/26/2015 1:36,9,2/26/2015 4:30,7 - Signal 7-5,10639,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,STMARKS AVE,11216,4 - Brooklyn,1ST,NA,NA,1,4 - Confined to building of origin,N - None present,1 - Present,0,40.6764563,-73.9585526,NA,NA,NA,NA,NA,NA,2015
58109766,3159,111 - Building fire,2/26/2015 5:09,2/26/2015 5:12,11,2/26/2015 6:41,7 - Signal 7-5,5529,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,QUEENS BLVD,11375,5 - Queens,5,NA,NA,5,2 - Confined to room of origin,N - None present,N - None Present,0,40.7245847,-73.8503228,NA,NA,NA,NA,NA,NA,2015
58109965,2325,111 - Building fire,2/26/2015 7:00,2/26/2015 7:03,11,2/26/2015 9:31,7 - Signal 7-5,9019,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 55 ST,11203,4 - Brooklyn,bsmt,NA,1,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.6504055,-73.9253925,NA,NA,NA,NA,NA,NA,2015
58110279,2982,111 - Building fire,2/26/2015 8:59,2/26/2015 9:03,6,2/26/2015 12:36,7 - Signal 7-5,13028,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,WEBSTER AVE,10457,2 - Bronx,basement,NA,1,0,2 - Confined to room of origin,N - None present,N - None Present,0,40.8465512,-73.9015238,NA,NA,NA,NA,NA,NA,2015
58110777,780,111 - Building fire,2/26/2015 12:00,2/26/2015 12:03,11,2/26/2015 14:02,7 - Signal 7-5,7311,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,MYRTLE AVE,11206,4 - Brooklyn,NA,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.699736,-73.9096327,NA,NA,NA,NA,NA,NA,2015
58111401,3340,111 - Building fire,2/26/2015 15:21,2/26/2015 15:25,7,2/26/2015 17:13,7 - Signal 7-5,6712,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,MORRIS AVE,10468,2 - Bronx,4th,NA,NA,4,2 - Confined to room of origin,N - None present,N - None Present,0,40.8641484,-73.8985704,NA,NA,NA,NA,NA,NA,2015
58112540,1382,111 - Building fire,2/26/2015 21:08,2/26/2015 21:12,12,2/26/2015 23:14,7 - Signal 7-5,7529,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 116-ST-MARIN BLVD,10035,1 - Manhattan,ground,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.798945,-73.9423635,NA,NA,NA,NA,NA,NA,2015
58112762,3094,111 - Building fire,2/26/2015 22:22,2/26/2015 22:25,13,2/27/2015 0:45,7 - Signal 7-5,8614,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,AVE J,11230,4 - Brooklyn,1&2,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.6254938,-73.9585374,NA,NA,NA,NA,NA,NA,2015
58112884,871,111 - Building fire,2/26/2015 23:11,2/26/2015 23:15,12,2/27/2015 1:30,7 - Signal 7-5,8332,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,W 52 ST,10019,1 - Manhattan,2,NA,NA,2,2 - Confined to room of origin,1 - Present,N - None Present,0,40.7641402,-73.9866172,NA,NA,NA,NA,NA,NA,2015
58113802,329,111 - Building fire,2/27/2015 9:13,2/27/2015 9:16,6,2/27/2015 10:46,7 - Signal 7-5,5583,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,AVE OF AMERICAS,10014,1 - Manhattan,NA,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7305359,-74.0017279,NA,NA,NA,NA,NA,NA,2015
58113937,9826,112 - Fires in structure other than in a building,2/27/2015 10:11,2/27/2015 10:15,7,2/27/2015 12:34,7 - Signal 7-5,8538,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,133 ST,11435,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.6810973,-73.808211,NA,NA,NA,NA,NA,NA,2015
58115154,1032,"100 - Fire, other",2/27/2015 16:20,2/27/2015 16:23,18,2/27/2015 18:18,7 - Signal 7-5,7137,"10 - Fire control or extinguishment, other",NA,NA,Residential/Multihousing,E 72 ST,10021,1 - Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,40.7697512,-73.9605925,NA,NA,NA,NA,NA,NA,2015
58115771,7583,111 - Building fire,2/27/2015 19:38,2/27/2015 19:41,13,2/27/2015 21:44,7 - Signal 7-5,7578,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,35 ST,11105,5 - Queens,Four,NA,NA,4,2 - Confined to room of origin,N - None present,N - None Present,0,40.7747911,-73.9089965,NA,NA,NA,NA,NA,NA,2015
58117604,2912,111 - Building fire,2/28/2015 10:48,2/28/2015 10:52,6,2/28/2015 13:50,7 - Signal 7-5,10906,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 174 ST,10460,2 - Bronx,NA,NA,NA,1,1 - Confined to object of origin,N - None present,N - None Present,0,40.834184,-73.878572,NA,NA,NA,NA,NA,NA,2015
58117614,3762,111 - Building fire,2/28/2015 10:55,2/28/2015 10:58,17,2/28/2015 13:01,7 - Signal 7-5,7560,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BEDFORD AVE,11225,4 - Brooklyn,21,NA,NA,21,2 - Confined to room of origin,N - None present,N - None Present,1,40.6537806,-73.956165,NA,NA,NA,NA,NA,NA,2015
58117723,8602,111 - Building fire,2/28/2015 11:37,2/28/2015 11:40,6,2/28/2015 12:05,7 - Signal 7-5,1674,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,178 PL,11434,5 - Queens,2nd,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.664827,-73.767003,NA,NA,NA,NA,NA,NA,2015
58117827,5753,111 - Building fire,2/28/2015 12:18,2/28/2015 12:22,7,2/28/2015 13:32,7 - Signal 7-5,4473,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,133 RD,11413,5 - Queens,2nd,NA,NA,2,2 - Confined to room of origin,1 - Present,N - None Present,0,40.680236,-73.750831,NA,NA,NA,NA,NA,NA,2015
58117958,8515,112 - Fires in structure other than in a building,2/28/2015 12:57,2/28/2015 13:02,8,2/28/2015 14:14,7 - Signal 7-5,4599,"10 - Fire control or extinguishment, other",NA,NA,Commercial/Others,87 AVE,11421,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.6911686,-73.8636772,NA,NA,NA,NA,NA,NA,2015
58118143,9673,111 - Building fire,2/28/2015 14:02,2/28/2015 14:05,10,2/28/2015 15:10,7 - Signal 7-5,4053,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,JAMAICA AVE,11418,5 - Queens,basement,NA,1,0,2 - Confined to room of origin,N - None present,N - None Present,0,40.6995541,-73.8324548,NA,NA,NA,NA,NA,NA,2015
58118233,8380,"100 - Fire, other",2/28/2015 14:31,2/28/2015 14:36,5,2/28/2015 15:48,7 - Signal 7-5,4595,"10 - Fire control or extinguishment, other",NA,NA,Commercial/Others,54 AVE,11378,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.7311286,-73.91812,NA,NA,NA,NA,NA,NA,2015
58119167,445,111 - Building fire,2/28/2015 18:52,2/28/2015 18:56,12,2/28/2015 20:29,7 - Signal 7-5,5830,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,STMARKS PL,10009,1 - Manhattan,4,NA,NA,4,2 - Confined to room of origin,N - None present,N - None Present,0,40.7275967,-73.9852947,NA,NA,NA,NA,NA,NA,2015
58119503,324,111 - Building fire,2/28/2015 20:38,2/28/2015 20:42,6,2/28/2015 21:14,7 - Signal 7-5,2142,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,HEWES ST,11211,4 - Brooklyn,4,NA,NA,4,1 - Confined to object of origin,N - None present,N - None Present,0,40.704876,-73.955704,NA,NA,NA,NA,NA,NA,2015
58119520,1954,"117 - Commercial Compactor fire, confined to rubbish",2/28/2015 20:45,2/28/2015 20:50,7,2/28/2015 21:57,7 - Signal 7-5,4329,11 - Extinguishment by fire service personnel,51 - Ventilate,21 - Search,Residential/Multihousing,COZINE AVE,11207,4 - Brooklyn,multiple,NA,NA,NA,NA,NA,NA,NA,40.655555,-73.8840548,NA,NA,NA,NA,NA,NA,2015
58119829,1513,"117 - Commercial Compactor fire, confined to rubbish",2/28/2015 21:55,2/28/2015 21:59,12,2/28/2015 22:58,7 - Signal 7-5,3760,11 - Extinguishment by fire service personnel,51 - Ventilate,NA,Residential/Multihousing,W 129 ST,10027,1 - Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,40.8129648,-73.9498725,NA,NA,NA,NA,NA,NA,2015
58119954,1733,"117 - Commercial Compactor fire, confined to rubbish",2/28/2015 22:41,2/28/2015 22:45,17,3/1/2015 0:46,7 - Signal 7-5,7524,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,STNICHOLAS AVE,10033,1 - Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,40.828552,-73.9422999,NA,NA,NA,NA,NA,NA,2015
58119956,2120,111 - Building fire,2/28/2015 22:41,2/28/2015 22:45,11,3/1/2015 0:14,7 - Signal 7-5,5553,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,88 ST,11417,5 - Queens,2,NA,NA,2,4 - Confined to building of origin,N - None present,N - None Present,0,40.6761071,-73.8488327,NA,NA,NA,NA,NA,NA,2015
58120067,5921,111 - Building fire,2/28/2015 23:05,2/28/2015 23:09,13,3/1/2015 1:29,7 - Signal 7-5,8626,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,148 RD,11422,5 - Queens,1,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.654427,-73.7367681,NA,NA,NA,NA,NA,NA,2015
58120212,1685,111 - Building fire,2/28/2015 23:45,2/28/2015 23:47,12,3/1/2015 1:01,7 - Signal 7-5,4516,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BELMONT AVE,11212,4 - Brooklyn,3,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6689702,-73.906674,NA,NA,NA,NA,NA,NA,2015
58120612,918,"117 - Commercial Compactor fire, confined to rubbish",3/1/2015 2:59,3/1/2015 3:01,7,3/1/2015 3:45,7 - Signal 7-5,2812,11 - Extinguishment by fire service personnel,51 - Ventilate,NA,Residential/Multihousing,BERGEN ST,11213,4 - Brooklyn,Basement and all floors i,NA,NA,NA,NA,NA,NA,NA,40.6761749,-73.9513004,NA,NA,NA,NA,NA,NA,2015
